Nome da Música,link,album,letra,artista
Cicatriz,/manu-gavassi/cicatriz.html,Clichê Adolescente,"Só segure a minha mão um pouco E feche a porta quando sair Só me deixe aqui, porque eu cansei de tentar entender Eu queria que suas palavras pudessem de fato mudar O que eu não consigo apagar, o que virou a minha cicatriz Não sei, quando foi que perdemos a cor Quando foi que acabou  Pedi ao tempo pra te ter pra mim Mas não sei se vai adiantar Há tanta coisa por falar; parei o tempo só pra esquecer O vazio que eu sei está por vir Como eu posso sentir saudade com você aqui  Só afaste o cabelo do meu rosto quando Eu começar a chorar Não quero mais conversar, eu só quero te lembrar assim  Quem me dera que o seu abraço pudesse de fato mudar O que eu não consigo apagar, o que virou a minha cicatriz Não sei, quando foi que perdemos a cor Quando foi que acabou  Pedi ao tempo pra te ter pra mim Mas não sei se vai adiantar Há tanta coisa por falar; parei o tempo só pra esquecer O vazio que eu sei está por vir Como eu posso sentir saudade  Depois de tanto tempo é difícil te ver Difícil respirar o mesmo ar que você Eu nunca mais vou esquecer, eu nunca mais vou esquecer Você me olha chorando e segura a minha mão Voou até aqui pra me pedir perdão Eu não tenho nada a dizer, é a última vez que vou ter ver  Pedi ao tempo pra te ter pra mim, mas não sei se vai adiantar Há tanta coisa por falar; parei o tempo só pra esquecer O vazio que eu sei está por vir Como eu posso sentir saudade com você... aqui  Só segure a minha mão um pouco E feche a porta quando sair Só me deixe aqui, porque eu cansei de tentar entender",Manu Gavassi
Clichê Adolescente,/manu-gavassi/cliche-adolescente.html,Clichê Adolescente,"Me diz que eu sou linda para eu não acreditar de novo Explica da saudade pra falar que você diz isso pra todas Me abraça forte pra eu não ir Enquanto eu finjo resistir e você ri da minha atuação  Imite meu sotaque até eu rir e te pedir pra parar Cante uma música que eu não estou acostumada a escutar Fale tudo que sentir e se por medo eu sumir Prometo explicar com essa canção  Não vou dizer que não mexeu comigo Ouvir você falar é um perigo O que eu mais quero é acreditar Eu tento fugir mas o mundo conspira Se tudo que você falou for mentira Então minta outra vez pra mim  Abra um sorriso só pra eu te perguntar o motivo Mas pense muito bem se você deve dividir isso comigo Me abrace forte pra eu não ir Eu nem tento resistir e você ri da minha situação  Me conte do passado enquanto tento te decifrar Me fale dos seus sonhos mais malucos E dos seus planos de revolucionar E por um segundo só você e eu no mundo Nós dois e essa simples canção  Não vou dizer que não mexeu comigo Ouvir você falar é um perigo O que eu mais quero é acreditar Eu tento fugir mas o mundo conspira Se tudo que você falou for mentira Então minta outra vez  Chega mais perto eu vou te mostrar O nosso beijo faz tudo melhorar Então não vai embora fique um pouco mais Não pense em nada deixe tudo para trás Eu sei provavelmente vai soar como um clichê adolescente Mas pensando bem que mal tem  Não vou dizer que não mexeu comigo, não Estou começando a acreditar Eu tento fugir mas o mundo conspira Se tudo que você falou for mentira Então minta outra vez pra mim Pra mim, pra mim Então minta outra vez pra mim",Manu Gavassi
Conto de Fadas,/manu-gavassi/conto-de-fadas.html,Clichê Adolescente,"Já é tarde e eu aqui Prolongando o fim Abro a porta e vou embora Torcendo pra correr atrás de mim  Era pra sempre, terminou Alguns dias atrás Então por que você complicou Me pedindo para ficar um pouco mais?  A nossa história acabou, eu sei Mas das nossas lágrimas eu sou refém Eu já aprendi o certo a fazer Mas meu coração não consegue entender  Como eu posso ir embora Com você me pedindo pra ficar ? Como eu posso esquecer Se só de olhar pra você me falta o ar? Me solte agora já chegou o fim Não tem conto de fadas dessa vez pra mim Eu não sou a princesa que você sonhou, Não tem final feliz pra nós dois, amor  (Pára, vai... Tem que parar de achar que sua vida é um conto de fadas. Você tá louca!)  Já nem reconheço mais Olhando bem de perto me assustei Você gritava até eu chorar Me fazendo acreditar que eu errei (Hã? Eu?) Era pra sempre até o fim Mas esqueceram de avisar Que o pra sempre acaba sim É só você parar de se importar  A nossa história acabou, eu sei Mas das nossas lágrimas eu sou refém Eu já aprendi o certo a fazer Mas meu coração não consegue entender  Como eu posso ir embora Com você me pedindo pra ficar? Como eu posso esquecer Se só de olhar pra você me falta o ar? Me solte agora já chegou o fim Não tem conto de fadas dessa vez pra mim Eu não sou a princesa que você sonhou Não tem final feliz pra nós dois, amor  O pôr do sol na barra já vem Mas eu não vou cantar com você, meu bem Se eu chorar você não vai estar aqui E eu nunca mais vou te ver sorrir  Eu escrevi no seu coração Mas você esqueceu nossa canção Eu me lembro do mesmo jeito Do amanhecer até quando eu me deito  Como eu posso ir embora Com você me pedindo pra ficar? Como eu posso esquecer Se só de olhar pra você me falta o ar? Me solte agora já chegou o fim Não tem conto de fadas dessa vez pra mim Eu não sou a princesa que você sonhou Não tem final feliz pra nós dois, amor  Então me solte agora já chegou o fim Não tem conto de fadas dessa vez pra mim Eu não sou a princesa que você sonhou Não tem final feliz pra nós dois, amor.",Manu Gavassi
Cute But Psycho,/manu-gavassi/cute-but-psycho.html,CUTE BUT PSYCHO EP,"Você não é o meu tipo mas eu quero tentar Porque o meu tipo não dá certo então eu vou variar Se você tá com medo, tudo bem, eu começo Um tanquinho tipo esse, eu nunca tive nem acesso Não se engane com meu tipo que eu vou avisar Que eu sou muito girl boss até me apaixonar Se você não entendeu, tudo bem, eu explico Quando a gente terminar você não é meu amigo  Esse seu amor livre acaba comigo Eu sou uma control freak O que eu quero eu consigo Esse seu amor livre dá água na boca Amor, eu não sou assim (Tô meio estranha, meio louca)  Eu já nem sei mais o que fazer Dizem que eu sou difícil de entender Eu nem sei mais o que dizer Eu sei que eu sou difícil de entender Cute but psycho Cute but psycho Cute but psycho Cute but  Você não é o meu tipo mas eu vou arriscar Porque o meu tipo é cada vez mais raro de encontrar Se você falar merda, paciência, eu entendo Mas se fechar a boca é melhor até aguento Não se engane com meu tipo que eu vou avisar Que eu sou muito girl boss até me enganar Se você não entendeu, tudo bem, eu explico Sempre atraio quem não tem nada a ver com isso  Esse seu amor livre acaba comigo Eu sou uma control freak O que eu quero eu consigo Esse seu amor livre dá água na boca Amor, eu não sou assim Tô meio estranha, meio louca  Eu já nem sei mais o que fazer Dizem que eu sou difícil de entender Eu nem sei mais o que dizer Eu sei que eu sou difícil de entender Cute but psycho (cute but psycho) Cute but psycho Cute but psycho (psycho) Cute but psycho  Eu já nem sei mais o que fazer Dizem que eu sou difícil de entender Eu nem sei mais o que dizer Eu sei que eu sou difícil de entender Cute but psycho (cute!) Cute but psycho Cute but psycho (psycho) Cute but psycho",Manu Gavassi
Deixar Pra Lá,/manu-gavassi/deixar-pra-la.html,Manu Gavassi,Hoje eu acordei com uma vontade de deixar pra lá todos os problemas que inventei Ligar pra todas minhas amigas pra gente pensar em alguma coisa pra fazer  O telefone tá tocando e eu não sei o que vestir Minhas amigas estão chegando a gente vai divertir Eu não me importo com o que pode acontecer  Tudo o que eu sei é que a gente vai curtir e vai dançar a noite inteira sem se cansar Por que essa festa não tem hora pra acabar O som aumenta e a galera inteira grita e eu tô usando a minha bota favorita Daqui pra frente eu não quero nem pensar... Eu vou deixar pra lá!  Já tá todo mundo começando a chegar e a gente naquela animação Mas na verdade tudo o que eu consigo ouvir são os clipes na televisão A campanhia tá tocando e eu corro pra atender Eu não sei o que eu faço se minha mãe aparecer mas agora não tem mais o que fazer  Tudo o que eu sei é que a gente vai curtir e vai dançar a noite inteira sem se cansar Por que essa festa não tem hora pra acabar O som aumenta e a galera inteira grita e eu tô usando a minha bota favorita Daqui pra frente eu não quero nem pensar... Eu vou deixar pra lá!  Tudo o que eu sei é que a gente vai curtir e vai dançar a noite inteira sem se cansar Por que essa festa não tem hora pra acabar O som aumenta e a galera inteira grita e eu tô usando a minha bota favorita Daqui pra frente eu não quero nem pensar... Eu vou deixar pra lá!,Manu Gavassi
Direção,/manu-gavassi/direcao.html,Vício - EP,"Eu já nem durmo mais, não Só fecho os olhos e penso em você Só fecho os olhos e tento entender O que me trouxe aqui  Sei que te amo mais, mais Bem mais do que eu te falei há um mês E se eu não falo mais dessa vez É porque finalmente entendi  Eu e você, sem direção Me dê a mão e eu me perco mais Eu e você, sem direção Não solte a minha mão jamais  Eu já nem durmo mais, não Não sei se eu devo fugir de você Se agora é certo ou errado dizer Que eu te quero aqui  Sei que te amo mais, mais, mais Bem mais do que eu deveria, eu sei E se eu não quero mais dessa vez É porque finalmente entendi  Eu e você, sem direção Me dê a mão e eu me perco mais Eu e você, sem direção Não solte a minha mão jamais  Eu e você, sem direção Me dê a mão e eu me perco mais Eu e você, sem direção Não solte a minha mão  E você pode me guardar Em cada foto, em cada olhar Em cada vez que eu não ligar Porque me dói ouvir sua voz  E agora o tempo vai passar Talvez não exista nada pra falar Se por acaso um dia encontrar O que perdeu eu vou estar aqui  Eu e você, sem direção Me dê a mão e eu me perco mais Eu e você, sem direção Não solte a minha mão jamais  Eu e você, sem direção Me dê a mão e eu me perco mais Eu e você, sem direção Não solte a minha mão jamais  Eu e você, sem direção Me dê a mão e eu me perco mais Eu e você, sem direção Não solte a minha mão... jamais Jamais, jamais (não solte a minha mão)  Eu e você sem direção Não solte a minha mão jamais",Manu Gavassi
Entrei pra faculdade com ENEM,/manu-gavassi/entrei-pra-faculdade-com-enem.html,,"Tô bem, tô zen entrei pra faculdade com Enem Aluno dedicado, tá despreocupado tem vaga no SISU, Sistema Unificado A faculdade é bacana, mas você tá sem grana Com as bolsas do PROUNI, você garante o diploma Aluno nota dez, conta com FIES Financiamento Estudantil, sem se enrolar com os papéis Tô bem, tô zen entrei pra faculdade com Enem Uma porta que abre outra porta, outra porta que abre outras portas Esse futuro já é meu também",Manu Gavassi
Esse Amor Tão Errado,/manu-gavassi/esse-amor-tao-errado.html,,"Não me diga o que eu quero escutar Dessa vez Por muito tempo eu brinquei de ignorar O que você fez, o que você fez? Me roubou de mim Me deixou assim Implorando por pedaços desse nosso amor Que é tão errado  Não precisa mais provar Me machuca ver você tentar Suas desculpas eu já decorei Não ficou mais fácil pra mim  Não precisa mais dizer Que eu nunca mais vou esquecer Porque talvez já tenha dado a nossa hora Eu vou juntar nossos refrões e vou embora  Não me diga o que eu quero escutar Dessa vez Por muito tempo eu brinquei de ignorar O que você fez, o que você fez? Me roubou de mim Me deixou assim Implorando por pedaços desse nosso amor Que é tão errado  Não precisa mais provar Me machuca ver você tentar Suas desculpas eu já decorei Não ficou mais fácil pra mim  Não precisa mais dizer Que eu nunca mais vou esquecer Porque talvez já tenha dado a nossa hora Eu vou juntar nossos refrões e vou embora  Não precisa mais provar Me machuca ver você tentar Suas desculpas eu já decorei Não ficou mais fácil pra mim  Não precisa mais dizer Que eu nunca mais vou esquecer Porque talvez já tenha dado a nossa hora Eu vou juntar nossos refrões e vou embora  Não precisa mais provar Me machuca ver você tentar Suas desculpas eu já decorei Não ficou mais fácil pra mim  Não precisa mais dizer Que eu nunca mais vou esquecer Porque talvez já tenha dado a nossa hora Eu vou juntar nossos refrões e vou embora",Manu Gavassi
Eu Amo,/manu-gavassi/eu-amo.html,,"Eu amo quando eu acordo de manhã Com mensagem no meu celular, Eu amo pessoas que me fazem rir E filmes que me fazem chorar,  Eu amo quando ouço uma música Que diz exatamente o que eu sinto, Eu amo gelatina de morango Quando faz sol no domingo,  Eu amo, amo, Pensar na vida antes de dormir, Eu amo, amo Quando decido rápido o que vestir,  Por que você não tenta também, Declare o seu amor pelas pequenas coisas Que te fazem bem!",Manu Gavassi
Eu Dou Risada,/manu-gavassi/eu-dou-risada.html,Clichê Adolescente,"Eu espero que você não morra de amores Enquanto se vê pela TV Seria uma pena se você levasse um tombo Desse trono que só você vê  Tome cuidado pra esse cachecol da John John Não enforcar você E eu me sinto tão mal, porque eu sei não é normal Alguém ser tão melhor que todos Quando eu nunca vou ser  E eu dou risada, e eu dou risada E eu dou risada sem saber porque E eu vou embora, eu vou embora Eu vou embora e deixo esse espelho de presente pra você Se ver e aprender Que existe algo muito errado em se ver E se ver, só se ver  Você é tão perfeito E por isso não tem jeito O mundo inteiro quer te namorar Mas garoto não se prenda Ouça e entenda Você nasceu pra não se comportar  Agora está sozinho sem ela e sem carinho Tudo bem ainda tem o instagram pra postar Com esse cabelo jogado E aquele seu papo furado Existem muitas pra te consolar  E eu dou risada, e eu dou risada E eu dou risada sem saber porque E eu vou embora, eu vou embora Eu vou embora e deixo esse espelho de presente pra você Se ver e aprender Que existe algo muito errado em se ver E se ver, só se ver  São Paulo combina com o seu humor As paredes não tem olhos, não existe amor Consigo te ver na Augusta usando uma jaqueta Oscar Freire E assoviando uma canção Assim, assim, alternativa demais para mim Por isso a gente teve um fim Melhor assim, melhor assim  E eu dou risada, e eu dou risada.",Manu Gavassi
Eu e Você,/manu-gavassi/eu-e-voce.html,Manu Gavassi,"É complicado eu e você Há uma forte ligação Entre eu e você Ás vezes não quero te ver Ás vezes finjo que não ligo Mas não dá para esconder  E até posso tentar ser só uma amiga Mas não vai adiantar,se você não se liga Melhor você parar de tentar consertar o que ficou pra trás eu não vou mais lembrar É só você parar de me tratar tão bem Eu tô tentando te esquecer mas toda vez que eu te vejo esqueço o porque  Pra você não sei mentir Sei que nem você pra mim não adianta fingir Eu quase morro quando diz que pra você sou diferente Já te fiz feliz  E até posso tentar ser só uma amiga Mas não vai adiantar se você não se liga Melhor você parar de tentar consertar O que ficou pra trás eu não vou mais lembrar É só você parar de me tratar tão bem Eu tô tentando te esquecer mas toda vez que eu te vejo esqueço o porque  Não sei a razão (não sei a razão) pro meu coração bater (pro meu coração bater) tão forte assim (tão forte assim) toda vez que te vê (toda vez que te vê)  Melhor você parar de tentar consertar O que ficou pra trás eu não vou mais lembrar É só você parar de me tratar tão bem Eu tô tentando te esquecer mas toda vez que eu te vejo esqueço o porque  Eu tô tentando te esquecer mas toda vez que eu te vejo esqueço o porque",Manu Gavassi
Eu Me Proíbo,/manu-gavassi/eu-me-proibo.html,Clichê Adolescente,"Eu me proíbo de pensar em você Porque eu já vivi, sei o que vai acontecer Eu me proíbo de pensar em você outra vez Eu te proíbo de passar perto de mim De me roubar um beijo e me deixar assim Me perguntando o porquê de algo que não vai mais acontecer Momentos passam devagar ou rápido demais Não sei se eu me arrependi ou se eu quero mais De você  Não, não vá embora se eu pedir Não, não fale nada fique aqui Eu sei, não vou saber me acostumar Se você não está, não, não Não, não me olhe mais assim Não, nem pense em não pensar em mim Eu sei não vou saber me acostumar Se você não está, não, não  Eu me proíbo de imaginar nós dois Falando sobre a vida e sobre o depois Eu me proíbo de querer você aqui Eu te proíbo de olhar pra mim Porque eu sou crescida e já conheço o fim Eu te proíbo de cantar pra mim outra vez Momentos passam devagar ou rápido demais Não sei se eu me arrependi ou se eu quero mais De você  Não, não vá embora se eu pedir Não, não fale nada fique aqui E sei, não vou saber me acostumar Se você não está, não, não Não, não me olhe mais assim Não, nem pense em não pensar em mim Eu sei não vou saber me acostumar Se você não está, não, não  Eu estou ficando louca Mais eu escondo bem Eu procuro um sinal Mais enquanto ele não vem Eu te proíbo de passar perto de mim De me roubar um beijo e me deixar assim Eu te proíbo de esquecer o que aconteceu",Manu Gavassi
Eu Te Quero (Com Zeeba),/manu-gavassi/eu-te-quero-com-zeeba.html,,"You don't need to say a word Now I won't be moving on I'm locking up that door We don't need to act so cool Cause I already fell for you I already fell you  Logo eu, emocionalmente instável Meio louca, visceral Achava improvável Ser simples assim Tão “drama queen” Amor sem caos é estranho pra mim Mas com você É fácil me contradizer É estranho até perceber É estranho querer tanto você Eu nunca pensei Em silêncio com você Eu me encontrei Nem precisa falar nada meu amor Eu sei Acostumada com um drama meio que cansei  Eu nunca pensei Em silêncio com você Eu me encontrei Nem precisa falar nada meu amor, ok Eu já entendi que eu te quero Eu te quero You don't need to say a word Now I won't be moving on I'm locking up that door We don't need to act so cool  Cause I already fell for you Already fell you And I didn't even notice  Nunca pensei, nunca pensei, nunca nunca pensei  I've been to a thousand different places To find out But I still don't know No, I don't really know Sometimes I get lost But I realized That I just got to paradise I really really really fell for you There's no explanation Nothing I can do Eu nunca pensei Em silêncio com você Eu me encontrei Nem precisa falar nada meu amor Eu sei Acostumada com um drama meio que cansei Eu nunca pensei Em silêncio com você Eu me encontrei Nem precisa falar nada meu amor, ok Eu já entendi que eu te quero Eu te quero You don't need to say a word Now I won't be moving on I'm locking up that door We don't need to act so cool  Cause I already fell for you Already fell you And I didn't even notice  Nunca pensei, nunca pensei, nunca nunca pensei",Manu Gavassi
Farsa,/manu-gavassi/farsa.html,Vício - EP,"Quem diria agora olha pra você, amor Quem diria agora você é o galã, eu vou Fugir pra bem longe do seu ego Pra ver se de longe eu não me estresso Lembrando, se você estivesse só, você estaria aqui  Acordava de noite, chorando Me pedindo pra nunca te deixar Bastou um pouco de gente te olhando Pra esquecer quem você é, mas vou te lembrar Porque eu sei tão bem, tão bem Eu sei tão bem como ninguém  Relaxa, eu não vou revelar a sua farsa Ninguém vai saber Relaxa, eu não faço mais parte dessa farsa, não Ninguém vai saber que há dois meses atrás chorava Me implorando e me pedindo pra ficar Nem disfarça, que agora está no topo e não precisa se preocupar Mas relaxa, você disfarça muito bem, meu bem A sua farsa  Você escolheu a fama, eu escolhi o seu amor Parece triste, mas não é porque eu me livrei que eu vou Fugir pra bem longe desse drama Porque você de longe não me engana Eu sei que se você estivesse só, você estaria aqui E eu que sempre saquei seu esquema Perdi meu tempo, mas agora não perco mais Ter uma só sempre foi o seu problema Seu teatro eu aprendi muito tempo atrás É eu sei tão bem, tão bem Eu sei tão bem, como ninguém  Relaxa, eu não vou revelar a sua farsa Ninguém vai saber Relaxa, eu não faço mais parte dessa farsa, não Ninguém vai saber que há dois meses atrás chorava Implorando e me pedindo pra ficar Nem disfarça, que agora está no topo e não precisa se preocupar Mas relaxa, você disfarça muito bem, meu bem  Então fala difícil pra impressionar Pra da sua rebeldia ninguém mais lembrar Fala baixinho pra eu escutar, não escutar, não escutar Bebe um pouquinho pra impressionar E pega a modelinho pra se afirmar Solteiro é bem melhor Mais manchete e tal Mas cuidado que a queda é proporcional  Relaxa, eu não vou revelar a sua farsa Ninguém vai saber Relaxa, eu não faço mais parte dessa farsa, não Ninguém vai saber que há dois meses atrás chorava Implorando e me pedindo pra ficar Nem disfarça, que agora está no topo e não precisa se preocupar Mas relaxa, eu não vou revelar a sua farsa Ninguém vai saber Relaxa, eu não faço mais parte dessa farsa, não Ninguém vai saber que há dois meses atrás chorava Implorando e me pedindo pra ficar Nem disfarça, que agora está no topo e não precisa se preocupar Mas relaxa Relaxa, você disfarça muito bem meu bem Relaxa Yeah, yeah, yeah Relaxa Yeah, yeah, yeah, yeah, yeah",Manu Gavassi
Fora de Foco,/manu-gavassi/fora-de-foco.html,MANU,"[Verso 1] A melhor hora é sempre quando você chega e fecha a porta Vem me encarado e se encosta Faz minha pele te chamar Deixa seu rastro Puxa meu cabelo e se faz de laço Me deixa sem ar Eu não consigo disfarçar  [Pré-refrão] Eu perco foco e não dá pra parar Ouço minha voz pedindo pra você ficar Talvez seja tarde, mas eu esqueci de notar Fora de foco e fora de mim Meu coração acelerando é sempre assim Chega mais perto então Te tenho na minha mão, na minha mão  [Refrão] Então vem que eu te quero aqui de novo Então vem, me tira o sono e eu te tiro o ar Então vem, todo tempo ainda é pouco Então vem, vem, vem, vem, vem, vem, vem  [Verso 2] A melhor hora é sempre quando você chega e fecha a porta Não fala nada e só encosta Deixa o seu corpo me ganhar Deixa o seu cheiro Faz bagunça na minha nuca e fala no ouvido Perco a noção do perigo Eu não consigo disfarçar  [Pré-refrão] Eu perco foco e não dá pra parar Ouço minha voz pedindo pra você ficar Talvez seja tarde, mas eu esqueci de notar Fora de foco e fora de mim Meu coração acelerando é sempre assim Chega mais perto então Te tenho na minha mão, na minha mão  [Refrão] Então vem que eu te quero aqui de novo Então vem, me tira o sono e eu te tiro o ar Então vem, todo tempo ainda é pouco Então vem, vem, vem, vem, vem, vem, vem  [Ponte] E o seu toque sabe de cor o trajeto Sabe o jeito certo de me eletrizar E me faz ser arrepio Me tem fácil demais Eu gosto tanto, eu gosto tanto  [Refrão] Então vem que eu te quero aqui de novo Então vem, me tira o sono e eu te tiro o ar Então vem, todo tempo ainda é pouco Então vem, vem, vem, vem, vem, vem, vem",Manu Gavassi
Garoto Errado,/manu-gavassi/garoto-errado.html,Manu Gavassi,"Alguém pode me explicar Oque eu faço Pra não me sentir assim, Eu já comecei a perceber, O efeito que você tem sobre mim.  Meu coração começa a disparar, Será que eu tô pirando, Você quer me provocar Você me olha e eu começo a rir Quando o melhor que eu faço é fugir !  Então me diz o que eu faço Pra tentar te esquecer, Eu nem sei o que eu gosto Tanto,tanto em você  Seu sorriso e seu jeitinho De tentar me irritar Se tiver uma maneira Vou tentar evitar  Eu juro,eu faço tudo Para eu não Me apaixonar  Será que são mesmo reais Os sinais que eu percebi, Talvez eu esteja me iludindo E você não esteja nem aí  Mesmo assim eu continuo a imaginar Eu e você pra mim parece combinar Eu sou a letra e você a melodia Com você eu cantaria todo dia !  Então me diz o que eu faço Pra tentar te esquecer, Eu nem sei o que eu gosto Tanto,tanto em você  Seu sorriso e seu jeitinho De tentar me irritar Se tiver uma maneira Vou tentar evitar  Eu juro,eu faço tudo Para eu não Me apaixonar  Eu já notei que eu tenho que tomar cuidado Porque você é o tipo certo de garoto errado É só você aparecer pra eu perder a fala E a confusão acontecer  Então me diz o que eu faço Pra tentar te esquecer, E me diz porque eu gosto Tanto,tanto de você  Foi seu sorriso e seu jeitinho De tentar me irritar Se tiver uma maneira Vou tentar evitar  Eu juro,eu faço tudo Eu juro,eu faço tudo Eu juro,eu faço tudo Para eu não Me apaixonar",Manu Gavassi
Heart Song,/manu-gavassi/heart-song.html,MANU,"[Verso 1] As luzes me chamam, não dá pra ficar A noite lá fora não vai mais voltar Te levo comigo é só você falar, falar Agora tudo em volta me faz esquecer Perigo ou amor, é só escolher É livre quem dança sem saber por quê, por quê [Pré-Refrão] Não dá pra fugir Quero ficar pra sempre aqui Nesse momento Nessa mesma vibração Agora já não dá O que passou não vai voltar E essa noite eu não preciso de ninguém  [Refrão] Eu só preciso do som do meu coração batendo Eu só preciso do som Eu só preciso do som Eu só preciso do som do meu coração batendo Eu só preciso do som Eu só preciso do som  [Verso 2] As luzes me chamam, brilham só pra mim Não lembro de quando eu me senti assim A noite começa e eu não quero o fim, o fim Agora tudo em volta me faz esquecer Perigo ou amor, é só escolher É livre quem dança sem saber por quê, por quê  [Refrão] Eu só preciso do som do meu coração batendo Eu só preciso do som Eu só preciso do som Eu só preciso do som do meu coração batendo Eu só preciso do som Eu só preciso do som  [Verso 2] As luzes me chamam, brilham só pra mim Não lembro de quando eu me senti assim A noite começa e eu não quero o fim, o fim Agora tudo em volta me faz esquecer Perigo ou amor, é só escolher É livre quem dança sem saber por quê, por quê  [Pré-Refrão] Não pra fugir Quero ficar pra sempre aqui Nesse momento Nessa mesma vibração Agora já não dá O que passou não vai voltar E essa noite eu não preciso de ninguém  [Refrão] Eu só preciso do som do meu coração batendo Eu só preciso do som Eu só preciso do som Eu só preciso do som do meu coração batendo Eu só preciso do som Eu só preciso do som  [Ponte] É livre quem dança sem saber por quê É livre quem dança sem saber por quê É livre quem dança sem saber por quê É livre quem dança sem saber por quê É livre quem dança  [Refrão] Eu só preciso do som do meu coração batendo Eu só preciso do som Eu só preciso do som Eu só preciso do som do meu coração batendo Eu só preciso do som Eu só preciso do som  [Refrão] Eu só preciso do som do meu coração batendo Eu só preciso do som Eu só preciso do som Eu só preciso do som do meu coração batendo Eu só preciso do som Eu só preciso do som",Manu Gavassi
Hey,/manu-gavassi/hey.html,MANU,"[Verso 1] Hey, já não te vejo mais faz tempo, faz tempo É, você me liga perguntando se eu lembro, até lembro Eu sei bem onde isso vai chegar Esse é meu jogo, eu te ensinei a jogar Não tá fazendo nada então vem pra casa Só não pira porque disso não passa  [Refrão] Eu te avisei Se a gente começa, não dá pra voltar atrás, eu sei Se a gente começa, não dá pra parar Ih, oh, oh Se eu te beijo agora, você fica e pede mais Oh, oh Se eu te beijo agora, você não esquece mais Se eu te beijo agora, você fica e pede mais Se eu te beijo agora, você não esquece mais  [Verso 2] Hey, não acredite em tudo que eu digo, é perigo, é Diz que me ama, qualquer coisa eu te aviso, te aviso Eu sei bem onde isso vai chegar Esse é meu jogo, eu te ensinei a jogar Não tá fazendo nada então vem pra casa Só não pira porque disso não passa  [Refrão] Eu te avisei Se a gente começa, não dá pra voltar atrás, eu sei Se a gente começa, não dá pra parar Ih, oh, oh Se eu te beijo agora, você fica e pede mais Oh, oh Se eu te beijo agora, você não esquece mais Se eu te beijo agora, você fica e pede mais Se eu te beijo agora, você não esquece mais",Manu Gavassi
Hipnose,/manu-gavassi/hipnose.html,MANU,"É como um sonho e você não quer acordar Te vejo me olhando e tentando decifrar E eu não consigo mais parar  Ei cuidado que eu sou problema Eu sei com essa cara ninguém diz Eu cansei te ver chorar me faz sorrir outra vez Sem parar, se for maldade me desculpa eu não consigo evitar Se for maldade me desculpa eu não consigo evitar Se for maldade me desculpa eu não consigo evitar  É como um vício e não dá pra explicar O nosso beijo é hipnose e te faz querer ficar E é difícil respirar  Ei cuidado que eu sou problema Eu sei com essa cara ninguém diz Eu cansei te ver chorar me faz sorrir outra vez Sem parar, se for maldade me desculpa eu não consigo evitar Se for maldade me desculpa eu não consigo evitar   Tire a jaqueta jeans agora e vem pra cá Quando eu te esquecer você vai implorar Eu já sofri muito agora eu sei jogar, eu sei jogar, eu sei jogar  Tire a jaqueta jeans agora e vem pra cá Quando eu te esquecer você vai implorar Eu já sofri muito agora eu sei jogar, eu sei jogar, eu sei jogar  Ei cuidado que eu sou problema Eu sei com essa cara ninguém diz Eu cansei te ver chorar me faz sorrir outra vez Sem parar, se for maldade me desculpa eu não consigo evitar  Ei cuidado que eu sou problema Eu sei com essa cara ninguém diz Eu cansei te ver chorar me faz sorrir outra vez Sem parar  Se for maldade me desculpa eu não consigo evitar",Manu Gavassi
Já Não Importa Mais,/manu-gavassi/ja-nao-importa-mais.html,,"E se eu disser que seu futuro, se encontra em suas mãos Mas o medo de arriscar te faz ter a sensação Que os seus sonhos são frustrados e não vão acontecer Mas pra ser realidade só depende de você!  Só depende de você, pra fazer acontecer Então faça a sua parte, porque a minha vou fazer  [refrão]  Eu vou seguir, sem descansar Até que eu possa encontrar O meu lugar !  Sem desistir, vou alcançar, e a minha estrela vai brilhar E nunca, se apagará !  O meu lugar ! (4x)  A minha força vem do alto, mas mantenho os pés no chão Reconheço quem me apoia do início até o final  E não importa o que digam, nunca pare de lutar,a A historia da sua vida, só você pode mudar !  [refrão]  Eu vou seguir, sem descansar Até que eu possa encontrar O meu lugar !  Sem desistir, vou alcançar, e a minha estrela vai brilhar E nunca, se apagará ! (2x)  O meu lugar ! (4x)",Manu Gavassi
Linda Melodia,/manu-gavassi/linda-melodia.html,,"Não sei como aconteceu Eu te olhei, logo vi que você percebeu que entre a gente há algo mais Nem tentei disfarçar não vou mais voltar a trás  Você me olhou e eu transformei tudo aquilo que eu sentia na mais linda melodia  E eu parei de procurar tudo aquilo que eu queria em você eu consegui encontrar  Quero parar este momento pra tentar entender o que é este sentimento  Quero ouvir você falar que eu sou tudo que pediu, que te faço sonhar  Você me olhou e eu transformei tudo aquilo que eu sentia na mais linda melodia  E eu parei de procurar tudo aquilo que eu queria, em você eu consegui encontrar  Oh o oh Em você eu consegui encontrar",Manu Gavassi
